player,receiving_rec,receiving_yds,receiving_td,rushing_att,rushing_yds,rushing_td,fumbles_lost,fantasy_points,team,week,position
Freddie SwainSEA,1.5,17.3,0.1,0.2,1.6,0.0,0.0,2.6,SEA,12,WR
Scotty MillerTB,1.2,17.4,0.1,0.0,0.3,0.0,0.0,2.5,TB,12,WR
Juwan JohnsonNO,1.3,12.1,0.2,0.0,0.0,0.0,0.0,2.4,NO,12,WR
Kenny StillsNO,1.3,15.4,0.1,0.1,0.1,0.0,0.0,2.4,NO,12,WR
Brandon ZylstraCAR,1.4,19.1,0.1,0.0,0.0,0.0,0.0,2.4,CAR,12,WR
Devin DuvernayBAL,1.5,15.6,0.1,0.2,1.9,0.0,0.0,2.4,BAL,12,WR
Ray-Ray McCloudPIT,1.5,14.4,0.1,0.5,3.1,0.0,0.0,2.4,CloudPIT,12,WR
Damiere ByrdCHI,1.5,18.3,0.1,0.0,0.0,0.0,0.0,2.3,CHI,12,WR
Joshua PalmerLAC,1.5,17.5,0.1,0.0,0.3,0.0,0.0,2.3,LAC,12,WR
Collin JohnsonNYG,1.5,16.5,0.1,0.0,0.0,0.0,0.0,2.2,NYG,12,WR
N'Keal HarryNE,1.3,15.0,0.1,0.0,0.2,0.0,0.0,2.2,NE,12,WR
Tavon AustinJAC,1.4,15.2,0.1,0.2,1.0,0.0,0.0,2.2,JAC,12,WR
Breshad PerrimanTB,1.0,15.1,0.1,0.0,0.0,0.0,0.0,2.1,TB,12,WR
Chris MooreHOU,1.2,14.2,0.1,0.0,0.0,0.0,0.0,2.1,HOU,12,WR
Anthony MillerPIT,1.3,15.1,0.1,0.1,0.7,0.0,0.0,2.0,PIT,12,WR
Dyami BrownWAS,1.1,14.1,0.1,0.1,0.1,0.0,0.0,1.9,WAS,12,WR
Jauan JenningsSF,1.0,12.3,0.1,0.0,0.0,0.0,0.0,1.8,SF,12,WR
Cody HollisterTEN,1.0,13.7,0.1,0.0,0.0,0.0,0.0,1.8,TEN,12,WR
Shi SmithCAR,1.0,13.1,0.1,0.0,0.4,0.0,0.0,1.7,CAR,12,WR
D'Wayne EskridgeSEA,0.8,10.4,0.0,0.5,2.7,0.0,0.0,1.7,SEA,12,WR
Lil'Jordan HumphreyNO,1.0,11.1,0.1,0.0,0.0,0.0,0.0,1.6,NO,12,WR
Cam SimsWAS,1.0,12.5,0.1,0.1,0.1,0.0,0.0,1.6,WAS,12,WR
Marquez StevensonBUF,0.9,10.2,0.1,0.0,0.7,0.0,0.0,1.5,BUF,12,WR
Kendall HintonDEN,1.0,11.3,0.0,0.1,0.2,0.0,0.0,1.4,DEN,12,WR
Jeff SmithNYJ,0.8,10.2,0.1,0.1,0.3,0.0,0.0,1.3,NYJ,12,WR
Ashton DulinIND,0.7,8.1,0.1,0.0,0.3,0.0,0.0,1.3,IND,12,WR
Trent SherfieldSF,0.6,7.7,0.1,0.0,0.0,0.0,0.0,1.2,SF,12,WR
Kevin WhiteNO,0.6,8.4,0.1,0.0,0.3,0.0,0.0,1.2,NO,12,WR
Landen AkersLAR,0.8,8.3,0.1,0.0,0.4,0.0,0.0,1.2,LAR,12,WR
KhaDarel HodgeDET,0.8,10.3,0.0,0.0,0.0,0.0,0.0,1.2,DET,12,WR
Equanimeous St. BrownGB,0.7,8.1,0.0,0.2,0.9,0.0,0.0,1.1,GB,12,WR
Jaelon DardenTB,0.7,7.6,0.0,0.2,0.9,0.0,0.0,1.1,TB,12,WR
Dede WestbrookMIN,0.9,8.5,0.0,0.0,0.0,0.0,0.0,1.1,MIN,12,WR
Dezmon PatmonIND,0.6,6.0,0.1,0.0,0.1,0.0,0.0,1.0,IND,12,WR
Penny HartSEA,0.6,7.1,0.0,0.1,0.4,0.0,0.0,1.0,SEA,12,WR
Frank DarbyATL,0.5,6.7,0.0,0.0,0.1,0.0,0.0,0.9,ATL,12,WR
Isaiah FordMIA,0.5,6.5,0.0,0.0,0.0,0.0,0.0,0.9,MIA,12,WR
Dax MilneWAS,0.6,7.5,0.0,0.0,0.0,0.0,0.0,0.8,WAS,12,WR
J.J. KoskiLAR,0.5,5.4,0.0,0.0,0.1,0.0,0.0,0.7,LAR,12,WR
Jaydon MickensJAC,0.4,5.7,0.0,0.0,0.0,0.0,0.0,0.7,JAC,12,WR
Simi FehokoDAL,0.4,5.2,0.0,0.0,0.1,0.0,0.0,0.6,DAL,12,WR
J.J. Arcega-WhitesidePHI,0.4,4.7,0.0,0.0,0.0,0.0,0.0,0.6,WhitesidePHI,12,WR
Christian BlakeATL,0.4,4.7,0.0,0.0,0.0,0.0,0.0,0.6,ATL,12,WR
Tom KennedyDET,0.4,4.9,0.0,0.0,0.1,0.0,0.0,0.6,DET,12,WR
Mike ThomasCIN,0.4,4.6,0.0,0.0,0.0,0.0,0.0,0.6,CIN,12,WR
Dillon StonerLV,0.3,4.1,0.0,0.0,0.1,0.0,0.0,0.5,LV,12,WR
Travis BenjaminSF,0.3,3.9,0.0,0.0,0.1,0.0,0.0,0.5,SF,12,WR
Isaiah CoulterCHI,0.3,4.2,0.0,0.0,0.1,0.0,0.0,0.5,CHI,12,WR
James Proche IIBAL,0.3,4.1,0.0,0.0,0.1,0.0,0.0,0.5,IBAL,12,WR
Jake KumerowBUF,0.2,3.0,0.0,0.0,0.1,0.0,0.0,0.4,BUF,12,WR
Andre RobertsLAC,0.1,2.3,0.0,0.5,1.3,0.0,0.0,0.4,LAC,12,WR
Dan ChisenaMIN,0.1,3.3,0.0,0.0,0.1,0.0,0.0,0.4,MIN,12,WR
Gunner OlszewskiNE,0.1,2.2,0.0,0.0,0.2,0.0,0.0,0.3,NE,12,WR
Tylan WallaceBAL,0.1,2.6,0.0,0.0,0.1,0.0,0.0,0.3,BAL,12,WR
Amari RodgersGB,0.1,2.2,0.0,0.1,0.1,0.0,0.0,0.3,GB,12,WR
Matthew SlaterNE,0.1,2.4,0.0,0.0,0.2,0.0,0.0,0.3,NE,12,WR
Greg WardPHI,0.3,2.5,0.0,0.0,0.1,0.0,0.0,0.3,PHI,12,WR
Stanley Morgan Jr.CIN,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.2,CIN,12,WR
Diontae SpencerDEN,0.1,1.7,0.0,0.0,0.3,0.0,0.0,0.2,DEN,12,WR
Alex EricksonCAR,0.1,1.4,0.0,0.0,0.2,0.0,0.0,0.2,CAR,12,WR
Cooper KuppLAR,7.6,99.5,0.8,0.1,0.3,0.0,0.1,14.6,LAR,13,WR
Justin JeffersonMIN,6.5,94.7,0.7,0.4,2.2,0.0,0.1,13.6,MIN,13,WR
Tyreek HillKC,6.7,83.6,0.7,0.8,5.4,0.0,0.1,13.2,KC,13,WR
Cordarrelle PattersonATL,4.5,50.4,0.2,9.7,41.4,0.3,0.1,12.0,ATL,13,WR
Keenan AllenLAC,7.1,82.4,0.5,0.0,0.1,0.0,0.1,11.4,LAC,13,WR
Ja'Marr ChaseCIN,5.4,74.7,0.6,0.6,3.0,0.0,0.1,11.3,CIN,13,WR
Adam ThielenMIN,5.6,71.2,0.7,0.0,0.1,0.0,0.0,11.2,MIN,13,WR
Chris GodwinTB,6.1,75.8,0.6,0.3,1.8,0.0,0.1,11.2,TB,13,WR
Stefon DiggsBUF,6.2,77.9,0.6,0.0,0.1,0.0,0.1,11.2,BUF,13,WR
Diontae JohnsonPIT,6.5,76.9,0.5,0.2,1.5,0.0,0.1,10.9,PIT,13,WR
Mike EvansTB,5.0,70.2,0.7,0.1,0.2,0.0,0.0,10.9,TB,13,WR
Brandon AiyukSF,5.4,72.6,0.5,0.7,3.2,0.0,0.1,10.6,SF,13,WR
DeAndre HopkinsARI,5.5,70.2,0.6,0.0,0.1,0.0,0.1,10.5,ARI,13,WR
Marquise BrownBAL,5.4,71.7,0.6,0.1,0.2,0.0,0.1,10.4,BAL,13,WR
CeeDee LambDAL,5.1,68.7,0.6,0.4,2.2,0.0,0.1,10.3,DAL,13,WR
Terry McLaurinWAS,5.6,73.1,0.5,0.1,0.5,0.0,0.1,10.3,LaurinWAS,13,WR
Hunter RenfrowLV,6.2,71.3,0.5,0.2,1.1,0.0,0.1,10.2,LV,13,WR
Darnell MooneyCHI,5.3,70.0,0.4,0.3,2.0,0.0,0.0,9.9,CHI,13,WR
Michael Pittman Jr.IND,5.2,68.3,0.5,0.1,0.5,0.0,0.0,9.9,IND,13,WR
Tyler LockettSEA,4.9,67.1,0.5,0.0,0.0,0.0,0.0,9.7,SEA,13,WR
Jaylen WaddleMIA,6.3,65.9,0.5,0.3,1.5,0.0,0.1,9.7,MIA,13,WR
Tee HigginsCIN,4.9,64.8,0.5,0.1,0.3,0.0,0.1,9.5,CIN,13,WR
Brandin CooksHOU,5.3,67.3,0.4,0.1,0.4,0.0,0.1,9.3,HOU,13,WR
Deebo SamuelSF,1.8,32.2,0.1,3.8,29.7,0.4,0.1,9.0,SF,13,WR
Odell Beckham Jr.LAR,4.0,55.4,0.5,0.3,1.7,0.0,0.0,8.7,LAR,13,WR
DeVonta SmithPHI,4.8,66.4,0.3,0.0,0.0,0.0,0.0,8.6,PHI,13,WR
D.K. MetcalfSEA,4.3,62.5,0.4,0.0,0.1,0.0,0.0,8.6,SEA,13,WR
Mike WilliamsLAC,4.5,63.6,0.3,0.0,0.0,0.0,0.0,8.3,LAC,13,WR
Chase ClaypoolPIT,4.0,59.9,0.2,0.9,4.7,0.0,0.0,7.9,PIT,13,WR
Elijah MooreNYJ,4.3,54.0,0.3,0.4,3.0,0.0,0.0,7.6,NYJ,13,WR
Kenny GolladayNYG,4.4,60.6,0.2,0.0,0.0,0.0,0.0,7.3,NYG,13,WR
Amari CooperDAL,4.0,52.9,0.3,0.1,0.1,0.0,0.0,7.2,DAL,13,WR
Tre'Quan SmithNO,3.5,47.5,0.4,0.0,0.1,0.0,0.0,7.1,NO,13,WR
Van JeffersonLAR,3.9,52.2,0.3,0.0,0.2,0.0,0.0,7.1,LAR,13,WR
Jerry JeudyDEN,4.3,56.8,0.2,0.4,1.5,0.0,0.0,7.1,DEN,13,WR
Michael GallupDAL,3.8,55.8,0.2,0.0,0.0,0.0,0.0,7.1,DAL,13,WR
Marvin Jones Jr.JAC,4.1,52.4,0.3,0.0,0.0,0.0,0.0,6.8,JAC,13,WR
Courtland SuttonDEN,4.0,55.4,0.2,0.0,0.1,0.0,0.0,6.7,DEN,13,WR
Jakobi MeyersNE,5.5,59.1,0.1,0.0,0.1,0.0,0.0,6.7,NE,13,WR
Corey DavisNYJ,3.8,52.0,0.2,0.0,0.0,0.0,0.0,6.6,NYJ,13,WR
DeVante ParkerMIA,4.0,50.4,0.2,0.0,0.0,0.0,0.0,6.5,MIA,13,WR
Russell GageATL,4.8,50.8,0.2,0.1,0.2,0.0,0.1,6.3,ATL,13,WR
Kendrick BourneNE,3.7,47.0,0.2,0.4,2.7,0.0,0.0,6.3,NE,13,WR
Christian KirkARI,3.7,47.2,0.2,0.1,0.6,0.0,0.0,6.3,ARI,13,WR
Tyler BoydCIN,4.3,45.8,0.3,0.1,0.8,0.0,0.1,6.1,CIN,13,WR
Tim PatrickDEN,3.5,46.6,0.2,0.0,0.0,0.0,0.0,6.1,DEN,13,WR
Allen Robinson IICHI,3.8,47.2,0.2,0.0,0.0,0.0,0.0,5.9,ICHI,13,WR
Emmanuel SandersBUF,3.5,45.2,0.2,0.1,1.0,0.0,0.0,5.9,BUF,13,WR
Cole BeasleyBUF,4.3,46.7,0.2,0.0,0.0,0.0,0.0,5.8,BUF,13,WR
Laviska Shenault Jr.JAC,4.4,44.9,0.2,0.8,3.4,0.0,0.1,5.8,JAC,13,WR
Darius SlaytonNYG,3.6,45.6,0.2,0.2,0.3,0.0,0.0,5.7,NYG,13,WR
Rashod BatemanBAL,3.3,44.6,0.2,0.0,0.3,0.0,0.0,5.6,BAL,13,WR
Josh ReynoldsDET,3.5,45.2,0.2,0.0,0.2,0.0,0.0,5.6,DET,13,WR
T.Y. HiltonIND,3.1,41.0,0.2,0.0,0.0,0.0,0.0,5.4,IND,13,WR
Amon-Ra St. BrownDET,3.9,43.6,0.2,0.0,0.1,0.0,0.0,5.3,DET,13,WR
A.J. GreenARI,2.9,40.5,0.2,0.0,0.0,0.0,0.0,5.2,ARI,13,WR
Marquez CallawayNO,3.0,40.2,0.2,0.0,0.0,0.0,0.0,5.2,NO,13,WR
Nelson AgholorNE,3.3,39.8,0.2,0.1,0.6,0.0,0.0,5.1,NE,13,WR
Bryan EdwardsLV,2.4,39.4,0.2,0.0,0.1,0.0,0.0,5.0,LV,13,WR
DeSean JacksonLV,2.1,38.6,0.2,0.2,0.9,0.0,0.0,4.9,LV,13,WR
Jamison CrowderNYJ,3.6,38.1,0.2,0.0,0.1,0.0,0.0,4.9,NYJ,13,WR
Zach PascalIND,2.8,37.1,0.2,0.0,0.1,0.0,0.0,4.9,IND,13,WR
Kalif RaymondDET,2.8,37.3,0.2,0.1,0.5,0.0,0.0,4.8,DET,13,WR
Deonte HartyNO,2.9,36.5,0.2,0.3,1.8,0.0,0.0,4.8,NO,13,WR
Curtis SamuelWAS,2.4,28.2,0.2,1.1,8.4,0.0,0.0,4.7,WAS,13,WR
Cedrick Wilson Jr.DAL,2.5,33.3,0.2,0.2,0.7,0.0,0.0,4.6,DAL,13,WR
Olamide ZaccheausATL,2.5,32.7,0.2,0.0,0.1,0.0,0.0,4.5,ATL,13,WR
Rondale MooreARI,3.0,30.6,0.1,1.0,5.2,0.0,0.0,4.5,ARI,13,WR
Quez WatkinsPHI,2.8,35.3,0.2,0.0,0.1,0.0,0.0,4.5,PHI,13,WR
Nico CollinsHOU,3.0,36.8,0.1,0.0,0.2,0.0,0.0,4.5,HOU,13,WR
Mecole HardmanKC,2.6,32.3,0.2,0.4,2.4,0.0,0.0,4.4,KC,13,WR
DeAndre CarterWAS,2.6,32.3,0.2,0.3,2.0,0.0,0.0,4.3,WAS,13,WR
K.J. OsbornMIN,2.7,32.4,0.2,0.0,0.3,0.0,0.0,4.3,MIN,13,WR
Jauan JenningsSF,2.7,33.3,0.1,0.0,0.1,0.0,0.0,4.2,SF,13,WR
Tajae SharpeATL,2.7,32.8,0.1,0.0,0.0,0.0,0.0,4.0,ATL,13,WR
Damiere ByrdCHI,3.0,33.4,0.1,0.0,0.0,0.0,0.0,3.9,CHI,13,WR
Jalen ReagorPHI,2.4,26.6,0.1,0.3,1.8,0.0,0.0,3.7,PHI,13,WR
Zay JonesLV,2.1,27.4,0.1,0.0,0.2,0.0,0.0,3.6,LV,13,WR
Laquon TreadwellJAC,2.4,28.2,0.1,0.0,0.0,0.0,0.0,3.6,JAC,13,WR
Sammy WatkinsBAL,2.2,29.5,0.1,0.0,0.3,0.0,0.0,3.5,BAL,13,WR
Ty MontgomeryNO,2.1,18.5,0.1,2.0,7.3,0.0,0.0,3.3,NO,13,WR
Byron PringleKC,2.0,25.9,0.1,0.0,0.0,0.0,0.0,3.3,KC,13,WR
Chris ConleyHOU,1.8,25.8,0.1,0.0,0.0,0.0,0.0,3.2,HOU,13,WR
Jalen GuytonLAC,1.7,24.4,0.1,0.2,1.1,0.0,0.0,3.1,LAC,13,WR
Gabriel DavisBUF,1.4,22.1,0.2,0.0,0.0,0.0,0.0,3.1,BUF,13,WR
Sterling ShepardNYG,2.6,23.5,0.1,0.3,1.6,0.0,0.0,3.1,NYG,13,WR
Tyler JohnsonTB,2.1,24.1,0.1,0.0,0.0,0.0,0.0,3.0,TB,13,WR
Marquise GoodwinCHI,1.5,24.1,0.1,0.2,0.1,0.0,0.0,3.0,CHI,13,WR
Juwan JohnsonNO,1.5,17.4,0.2,0.0,0.0,0.0,0.0,2.9,NO,13,WR
Trinity BensonDET,1.8,22.2,0.1,0.1,0.3,0.0,0.0,2.9,DET,13,WR
Keelan Cole Sr.NYJ,1.5,21.9,0.1,0.0,0.1,0.0,0.0,2.8,NYJ,13,WR
Lil'Jordan HumphreyNO,1.4,19.1,0.1,0.0,0.0,0.0,0.0,2.6,NO,13,WR
James WashingtonPIT,1.5,20.1,0.1,0.1,0.4,0.0,0.0,2.6,PIT,13,WR
Adam HumphriesWAS,1.9,19.4,0.1,0.0,0.0,0.0,0.0,2.5,WAS,13,WR
Isaiah CoulterCHI,1.7,19.0,0.1,0.0,0.0,0.0,0.0,2.5,CHI,13,WR
Devin DuvernayBAL,1.5,17.4,0.1,0.2,1.6,0.0,0.0,2.5,BAL,13,WR
Trent SherfieldSF,1.4,18.3,0.1,0.0,0.0,0.0,0.0,2.5,SF,13,WR
Freddie SwainSEA,1.4,16.7,0.1,0.2,1.1,0.0,0.0,2.5,SEA,13,WR
Joshua PalmerLAC,1.6,18.5,0.1,0.0,0.1,0.0,0.0,2.5,LAC,13,WR
Demarcus RobinsonKC,1.4,17.6,0.1,0.0,0.0,0.0,0.0,2.4,KC,13,WR
Rodney AdamsNYJ,1.5,18.4,0.1,0.0,0.2,0.0,0.0,2.4,NYJ,13,WR
John RossNYG,1.3,18.2,0.1,0.2,1.0,0.0,0.0,2.4,NYG,13,WR
Albert WilsonMIA,1.5,16.4,0.1,0.3,1.5,0.0,0.0,2.3,MIA,13,WR
Josh GordonKC,1.1,16.8,0.1,0.0,0.0,0.0,0.0,2.3,KC,13,WR
Denzel MimsNYJ,1.2,16.9,0.1,0.0,0.0,0.0,0.0,2.2,NYJ,13,WR
Braxton BerriosNYJ,1.4,15.7,0.1,0.1,0.6,0.0,0.0,2.2,NYJ,13,WR
Noah BrownDAL,1.6,17.7,0.1,0.0,0.0,0.0,0.0,2.2,DAL,13,WR
Tavon AustinJAC,1.4,14.9,0.1,0.0,0.2,0.0,0.1,2.1,JAC,13,WR
Mohamed Sanu Sr.SF,1.3,14.9,0.1,0.1,0.2,0.0,0.0,1.9,SF,13,WR
Chris MooreHOU,1.3,15.0,0.1,0.0,0.0,0.0,0.0,1.9,HOU,13,WR
Ray-Ray McCloudPIT,1.2,12.8,0.1,0.2,1.4,0.0,0.0,1.9,CloudPIT,13,WR
Anthony MillerPIT,1.2,14.2,0.1,0.0,0.3,0.0,0.0,1.9,PIT,13,WR
D'Wayne EskridgeSEA,1.0,12.4,0.1,0.3,2.0,0.0,0.0,1.8,SEA,13,WR
Ben SkowronekLAR,0.9,11.0,0.1,0.0,0.0,0.0,0.0,1.7,LAR,13,WR
Antoine WesleyARI,1.0,11.7,0.1,0.0,0.0,0.0,0.0,1.6,ARI,13,WR
Scotty MillerTB,0.8,11.0,0.1,0.0,0.2,0.0,0.0,1.6,TB,13,WR
Breshad PerrimanTB,0.8,11.0,0.1,0.0,0.2,0.0,0.0,1.6,TB,13,WR
Kenny StillsNO,0.7,12.2,0.1,0.0,0.2,0.0,0.0,1.6,NO,13,WR
Preston WilliamsMIA,0.9,12.2,0.1,0.0,0.1,0.0,0.0,1.5,MIA,13,WR
Kendall HintonDEN,0.9,11.8,0.0,0.2,0.5,0.0,0.0,1.5,DEN,13,WR
Dyami BrownWAS,0.9,11.7,0.0,0.0,0.1,0.0,0.0,1.5,WAS,13,WR
Jaydon MickensJAC,0.9,11.1,0.0,0.0,0.1,0.0,0.0,1.4,JAC,13,WR
Travis BenjaminSF,0.8,11.6,0.0,0.0,0.0,0.0,0.0,1.4,SF,13,WR
Mack HollinsMIA,0.9,10.4,0.0,0.0,0.0,0.0,0.0,1.3,MIA,13,WR
Ashton DulinIND,0.7,9.5,0.1,0.1,0.5,0.0,0.0,1.3,IND,13,WR
Collin JohnsonNYG,0.9,10.4,0.0,0.0,0.0,0.0,0.0,1.3,NYG,13,WR
KhaDarel HodgeDET,0.8,10.0,0.0,0.0,0.0,0.0,0.0,1.3,DET,13,WR
River CracraftMIA,0.7,8.5,0.0,0.0,0.1,0.0,0.0,1.0,MIA,13,WR
Andre RobertsLAC,0.6,9.6,0.0,0.2,1.0,0.0,0.1,1.0,LAC,13,WR
Cam SimsWAS,0.6,7.8,0.0,0.0,0.3,0.0,0.0,1.0,WAS,13,WR
N'Keal HarryNE,0.7,8.2,0.0,0.1,0.0,0.0,0.0,1.0,NE,13,WR
Kadarius ToneyNYG,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,NYG,13,WR
Stanley Morgan Jr.CIN,0.6,7.1,0.0,0.0,0.0,0.0,0.0,1.0,CIN,13,WR
Malik TurnerDAL,0.5,6.9,0.0,0.0,0.0,0.0,0.0,0.9,DAL,13,WR
Isaiah FordMIA,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.8,MIA,13,WR
Marcus KempKC,0.3,4.9,0.0,0.0,0.1,0.0,0.0,0.7,KC,13,WR
Frank DarbyATL,0.4,5.2,0.0,0.0,0.1,0.0,0.0,0.7,ATL,13,WR
Isaiah McKenzieBUF,0.4,5.0,0.0,0.4,0.9,0.0,0.0,0.7,KenzieBUF,13,WR
Dillon StonerLV,0.3,5.1,0.0,0.0,0.1,0.0,0.0,0.7,LV,13,WR
Dede WestbrookMIN,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.7,MIN,13,WR
Christian BlakeATL,0.5,4.9,0.0,0.0,0.0,0.0,0.0,0.6,ATL,13,WR
Jeff SmithNYJ,0.3,4.8,0.0,0.0,0.2,0.0,0.0,0.6,NYJ,13,WR
Marquez StevensonBUF,0.3,4.9,0.0,0.0,0.0,0.0,0.0,0.6,BUF,13,WR
Greg WardPHI,0.4,4.3,0.0,0.0,0.0,0.0,0.0,0.6,PHI,13,WR
James Proche IIBAL,0.4,4.7,0.0,0.0,0.1,0.0,0.0,0.5,IBAL,13,WR
Dezmon PatmonIND,0.4,4.1,0.0,0.0,0.1,0.0,0.0,0.5,IND,13,WR
J.J. Arcega-WhitesidePHI,0.2,4.0,0.0,0.0,0.1,0.0,0.0,0.5,WhitesidePHI,13,WR
J.J. KoskiLAR,0.3,3.9,0.0,0.0,0.2,0.0,0.0,0.5,LAR,13,WR
Penny HartSEA,0.3,3.3,0.0,0.1,0.0,0.0,0.0,0.4,SEA,13,WR
Simi FehokoDAL,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.4,DAL,13,WR
Dan ChisenaMIN,0.1,3.3,0.0,0.0,0.1,0.0,0.0,0.4,MIN,13,WR
Gunner OlszewskiNE,0.1,2.7,0.0,0.1,0.2,0.0,0.0,0.4,NE,13,WR
Tom KennedyDET,0.2,2.6,0.0,0.0,0.1,0.0,0.0,0.3,DET,13,WR
Tylan WallaceBAL,0.2,2.8,0.0,0.0,0.1,0.0,0.0,0.3,BAL,13,WR
Trenton IrwinCIN,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3,CIN,13,WR
Davion DavisHOU,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.3,HOU,13,WR
Diontae SpencerDEN,0.1,1.3,0.0,0.1,0.5,0.0,0.0,0.2,DEN,13,WR
Matthew SlaterNE,0.1,2.0,0.0,0.0,0.2,0.0,0.0,0.2,NE,13,WR
Landen AkersLAR,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.2,LAR,13,WR
Jake KumerowBUF,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.1,BUF,13,WR
Justin JeffersonMIN,6.9,104.9,0.7,0.4,2.3,0.0,0.1,15.0,MIN,14,WR
Davante AdamsGB,7.8,102.1,0.8,0.0,0.0,0.0,0.1,14.8,GB,14,WR
Cooper KuppLAR,8.0,100.3,0.7,0.1,0.3,0.0,0.1,14.1,LAR,14,WR
Deebo SamuelSF,4.6,67.8,0.5,3.2,24.3,0.2,0.1,13.3,SF,14,WR
Tyreek HillKC,6.5,81.0,0.7,0.8,5.0,0.0,0.1,12.8,KC,14,WR
Stefon DiggsBUF,6.9,85.3,0.7,0.0,0.2,0.0,0.1,12.4,BUF,14,WR
Diontae JohnsonPIT,6.7,81.8,0.6,0.2,1.8,0.0,0.1,11.7,PIT,14,WR
Chris GodwinTB,6.7,77.2,0.5,0.3,2.1,0.0,0.1,11.3,TB,14,WR
Cordarrelle PattersonATL,3.0,33.4,0.2,9.9,43.8,0.4,0.1,11.1,ATL,14,WR
CeeDee LambDAL,5.5,74.8,0.5,0.6,3.5,0.0,0.1,11.0,DAL,14,WR
Mike WilliamsLAC,5.5,76.0,0.6,0.0,0.0,0.0,0.0,11.0,LAC,14,WR
Hunter RenfrowLV,6.9,78.2,0.5,0.1,0.4,0.0,0.1,10.5,LV,14,WR
Mike EvansTB,5.0,67.8,0.6,0.0,0.2,0.0,0.0,10.4,TB,14,WR
DeAndre HopkinsARI,5.3,68.1,0.6,0.0,0.1,0.0,0.1,10.3,ARI,14,WR
DJ MooreCAR,5.4,72.5,0.5,0.4,2.2,0.0,0.1,10.3,CAR,14,WR
Tee HigginsCIN,5.5,70.5,0.5,0.1,0.4,0.0,0.1,10.2,CIN,14,WR
Tyler LockettSEA,5.1,70.5,0.5,0.0,0.0,0.0,0.1,10.2,SEA,14,WR
Terry McLaurinWAS,5.6,73.5,0.5,0.1,0.3,0.0,0.1,10.2,LaurinWAS,14,WR
D.K. MetcalfSEA,4.4,64.1,0.6,0.0,0.1,0.0,0.0,9.8,SEA,14,WR
Brandin CooksHOU,5.7,71.9,0.4,0.3,2.0,0.0,0.1,9.8,HOU,14,WR
Amari CooperDAL,5.0,66.3,0.5,0.1,0.1,0.0,0.1,9.7,DAL,14,WR
Ja'Marr ChaseCIN,4.9,69.7,0.4,0.5,2.2,0.0,0.1,9.6,CIN,14,WR
Jarvis LandryCLE,4.9,63.5,0.4,0.5,3.3,0.0,0.1,9.3,CLE,14,WR
Julio JonesTEN,4.3,64.0,0.4,0.0,0.0,0.0,0.0,9.0,TEN,14,WR
Darnell MooneyCHI,4.6,62.5,0.4,0.2,1.1,0.0,0.0,8.9,CHI,14,WR
Marquise BrownBAL,5.4,68.4,0.3,0.1,0.2,0.0,0.1,8.8,BAL,14,WR
Jerry JeudyDEN,4.3,58.2,0.4,0.2,0.8,0.0,0.0,8.3,DEN,14,WR
Odell Beckham Jr.LAR,3.8,52.4,0.4,0.2,1.3,0.0,0.0,8.0,LAR,14,WR
Chase ClaypoolPIT,3.9,57.2,0.2,1.0,5.8,0.0,0.0,7.8,PIT,14,WR
Jamison CrowderNYJ,4.7,53.8,0.4,0.0,0.1,0.0,0.1,7.7,NYJ,14,WR
Brandon AiyukSF,4.3,56.4,0.3,0.5,2.6,0.0,0.1,7.6,SF,14,WR
Michael GallupDAL,3.8,53.7,0.3,0.0,0.0,0.0,0.0,7.0,DAL,14,WR
Van JeffersonLAR,4.2,53.7,0.3,0.0,0.0,0.0,0.0,7.0,LAR,14,WR
Marquez Valdes-ScantlingGB,3.0,50.8,0.3,0.1,0.4,0.0,0.0,6.7,ScantlingGB,14,WR
Cole BeasleyBUF,5.1,52.2,0.3,0.0,0.0,0.0,0.0,6.7,BUF,14,WR
Russell GageATL,4.9,53.4,0.2,0.1,0.2,0.0,0.0,6.6,ATL,14,WR
Courtland SuttonDEN,3.6,52.1,0.2,0.0,0.1,0.0,0.0,6.5,DEN,14,WR
Marvin Jones Jr.JAC,3.9,50.4,0.2,0.0,0.0,0.0,0.0,6.5,JAC,14,WR
Kenny GolladayNYG,3.8,53.6,0.2,0.0,0.0,0.0,0.0,6.4,NYG,14,WR
Amon-Ra St. BrownDET,5.0,52.5,0.2,0.2,1.1,0.0,0.0,6.4,DET,14,WR
Sterling ShepardNYG,5.1,51.6,0.2,0.1,1.0,0.0,0.1,6.4,NYG,14,WR
Emmanuel SandersBUF,3.9,47.4,0.2,0.1,0.7,0.0,0.0,6.2,BUF,14,WR
K.J. OsbornMIN,3.9,47.5,0.2,0.1,0.2,0.0,0.0,6.2,MIN,14,WR
Tre'Quan SmithNO,3.2,44.5,0.3,0.0,0.1,0.0,0.0,6.1,NO,14,WR
Christian KirkARI,3.7,46.0,0.2,0.1,0.6,0.0,0.0,6.0,ARI,14,WR
