player,rushing_att,rushing_yds,rushing_td,receiving_rec,receiving_yds,receiving_td,fumbles_lost,fantasy_points,team,position,week,year
Taiwan Jones,0.2,1.4,0.0,0.2,2.5,0.0,0.0,0.5,BUF,RB,13,2021
Jason Cabinda,0.3,0.5,0.0,0.2,2.3,0.0,0.0,0.3,DET,RB,13,2021
Gary Brightwell,0.4,1.7,0.0,0.1,1.0,0.0,0.0,0.3,NYG,RB,13,2021
Trenton Cannon,1.0,1.0,0.0,0.2,2.0,0.0,0.0,0.3,SF,RB,13,2021
Derek Watt,0.2,0.9,0.0,0.2,1.2,0.0,0.0,0.3,PIT,RB,13,2021
Michael Burton,0.4,0.9,0.0,0.1,1.1,0.0,0.0,0.2,KC,RB,13,2021
Gabe Nabers,0.2,0.6,0.0,0.3,1.7,0.0,0.0,0.2,LAC,RB,13,2021
Josh Johnson,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,BAL,RB,13,2021
Jakob Johnson,0.0,0.0,0.0,0.2,1.3,0.0,0.0,0.2,NE,RB,13,2021
Jake Bargas,0.0,0.2,0.0,0.3,0.6,0.0,0.0,0.1,MIN,RB,13,2021
Nick Bellore,0.1,0.1,0.0,0.1,0.8,0.0,0.0,0.1,SEA,RB,13,2021
Reggie Gilliam,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.1,BUF,RB,13,2021
Cullen Gillaspia,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.1,NYG,RB,13,2021
Austin Ekeler,14.5,63.7,0.6,5.4,45.2,0.3,0.1,16.3,LAC,RB,14,2021
Alvin Kamara,15.9,67.5,0.6,4.9,43.6,0.2,0.1,15.7,NO,RB,14,2021
Najee Harris,18.0,71.6,0.5,4.0,30.7,0.1,0.1,14.0,PIT,RB,14,2021
Joe Mixon,18.0,74.5,0.7,2.5,18.2,0.1,0.1,13.9,CIN,RB,14,2021
Dalvin Cook,16.3,76.5,0.6,2.8,22.3,0.1,0.1,13.8,MIN,RB,14,2021
Antonio Gibson,17.4,74.1,0.6,3.3,24.1,0.1,0.1,13.6,WAS,RB,14,2021
Ezekiel Elliott,16.7,68.0,0.6,3.4,24.4,0.1,0.1,13.4,DAL,RB,14,2021
Leonard Fournette,15.0,61.1,0.6,4.3,30.1,0.1,0.1,13.3,TB,RB,14,2021
Javonte Williams,15.2,69.3,0.5,2.7,23.4,0.2,0.1,13.0,DEN,RB,14,2021
Sony Michel,17.1,73.9,0.5,2.4,18.5,0.1,0.1,12.8,LAR,RB,14,2021
Josh Jacobs,15.0,62.0,0.5,4.2,30.3,0.1,0.1,12.7,LV,RB,14,2021
Nick Chubb,14.9,74.3,0.6,1.7,14.1,0.1,0.1,12.5,CLE,RB,14,2021
Aaron Jones,12.0,53.5,0.5,3.1,25.5,0.2,0.1,11.9,GB,RB,14,2021
David Montgomery,16.1,66.5,0.5,2.8,21.1,0.1,0.1,11.8,CHI,RB,14,2021
Cordarrelle Patterson,12.7,57.9,0.3,3.3,31.6,0.2,0.1,11.7,ATL,RB,14,2021
James Conner,15.3,57.9,0.7,1.9,15.0,0.1,0.1,11.5,ARI,RB,14,2021
James Robinson,13.8,60.2,0.5,2.6,20.0,0.1,0.1,11.4,JAC,RB,14,2021
Saquon Barkley,13.1,57.9,0.4,3.3,22.9,0.1,0.1,11.0,NYG,RB,14,2021
Clyde Edwards-Helaire,13.7,58.0,0.5,2.0,16.8,0.1,0.1,10.7,KC,RB,14,2021
AJ Dillon,12.9,54.9,0.3,2.3,19.8,0.3,0.1,10.6,GB,RB,14,2021
D'Onta Foreman,15.1,66.1,0.5,1.0,10.3,0.0,0.2,10.5,TEN,RB,14,2021
Chuba Hubbard,15.1,57.5,0.5,2.0,16.2,0.1,0.1,10.4,CAR,RB,14,2021
Devonta Freeman,12.4,53.0,0.4,2.5,18.4,0.1,0.1,10.1,BAL,RB,14,2021
Jeff Wilson Jr.,13.7,57.1,0.5,1.2,10.6,0.1,0.1,9.9,SF,RB,14,2021
Melvin Gordon III,11.6,50.5,0.4,1.7,13.0,0.1,0.1,8.9,DEN,RB,14,2021
Rex Burkhead,12.0,46.0,0.2,2.3,19.8,0.1,0.1,8.4,HOU,RB,14,2021
Kareem Hunt,8.5,36.4,0.3,2.4,21.8,0.1,0.0,8.0,CLE,RB,14,2021
Alex Collins,11.3,49.8,0.3,0.9,6.9,0.0,0.1,7.6,SEA,RB,14,2021
Ty Johnson,9.8,35.3,0.2,2.8,23.7,0.1,0.1,7.5,NYJ,RB,14,2021
Godwin Igwebuike,8.1,40.5,0.2,2.2,18.1,0.1,0.1,7.0,DET,RB,14,2021
Austin Walter,8.3,36.0,0.2,1.9,16.7,0.1,0.1,6.9,NYJ,RB,14,2021
Dontrell Hilliard,8.1,35.3,0.2,2.1,18.1,0.1,0.2,6.9,TEN,RB,14,2021
Devin Singletary,9.2,39.8,0.2,2.2,14.0,0.1,0.1,6.6,BUF,RB,14,2021
Darrel Williams,6.3,24.8,0.2,2.5,22.1,0.1,0.1,6.5,KC,RB,14,2021
Jermar Jefferson,10.2,39.6,0.2,1.7,13.4,0.0,0.1,6.5,DET,RB,14,2021
Alexander Mattison,8.3,32.9,0.2,1.9,16.1,0.1,0.1,6.2,MIN,RB,14,2021
Chase Edmonds,6.4,27.2,0.2,2.5,18.4,0.1,0.1,6.0,ARI,RB,14,2021
Rashaad Penny,8.8,37.4,0.2,1.0,8.4,0.0,0.0,5.8,SEA,RB,14,2021
Ameer Abdullah,5.7,20.3,0.1,2.5,19.5,0.1,0.1,5.1,CAR,RB,14,2021
Mike Davis,6.6,24.2,0.1,2.6,17.2,0.1,0.1,5.1,ATL,RB,14,2021
Matt Breida,5.9,25.9,0.1,1.7,13.7,0.1,0.1,4.9,BUF,RB,14,2021
JaMycal Hasty,5.7,21.1,0.1,1.9,16.1,0.1,0.0,4.8,SF,RB,14,2021
David Johnson,7.0,29.0,0.0,2.0,15.0,0.0,0.0,4.4,HOU,RB,14,2021
Devontae Booker,6.8,28.1,0.1,1.2,8.1,0.0,0.1,4.3,NYG,RB,14,2021
Latavius Murray,6.1,24.9,0.1,1.0,6.8,0.0,0.1,4.0,BAL,RB,14,2021
Royce Freeman,7.0,24.8,0.1,1.1,7.6,0.0,0.1,3.9,HOU,RB,14,2021
Zack Moss,3.9,15.7,0.2,1.1,8.6,0.1,0.0,3.9,BUF,RB,14,2021
Samaje Perine,4.9,18.7,0.1,1.2,9.4,0.0,0.0,3.6,CIN,RB,14,2021
Justin Jackson,4.7,20.9,0.1,0.9,6.1,0.0,0.0,3.4,LAC,RB,14,2021
Peyton Barber,5.0,18.7,0.1,0.9,7.3,0.0,0.0,3.3,LV,RB,14,2021
Carlos Hyde,5.2,20.5,0.1,0.8,5.4,0.0,0.0,3.3,JAC,RB,14,2021
Mekhi Sargent,4.2,17.0,0.1,0.9,7.4,0.0,0.0,3.3,JAC,RB,14,2021
Ronald Jones II,4.5,21.7,0.2,0.4,2.3,0.0,0.1,3.3,TB,RB,14,2021
Craig Reynolds,4.3,17.6,0.1,1.0,8.7,0.0,0.0,3.2,DET,RB,14,2021
Tony Jones Jr.,4.4,17.5,0.1,0.9,7.4,0.0,0.0,3.1,NO,RB,14,2021
Mark Ingram II,4.5,17.4,0.1,0.9,7.6,0.0,0.1,3.0,NO,RB,14,2021
Brian Hill,3.6,16.4,0.1,0.6,5.9,0.0,0.0,2.8,SF,RB,14,2021
DeeJay Dallas,2.2,9.5,0.1,1.4,11.0,0.0,0.0,2.8,SEA,RB,14,2021
Qadree Ollison,4.1,15.8,0.1,0.7,5.0,0.0,0.0,2.7,ATL,RB,14,2021
Jaret Patterson,3.7,14.8,0.1,0.6,5.2,0.0,0.0,2.6,WAS,RB,14,2021
Corey Clement,4.3,14.1,0.1,0.7,4.9,0.0,0.1,2.5,DAL,RB,14,2021
Kyle Juszczyk,0.6,1.9,0.0,1.6,15.9,0.1,0.0,2.3,SF,RB,14,2021
D'Ernest Johnson,1.9,10.3,0.1,0.5,5.5,0.0,0.0,2.3,CLE,RB,14,2021
La'Mical Perine,2.6,11.6,0.1,0.5,4.1,0.0,0.0,2.2,NYJ,RB,14,2021
Derrick Gore,1.7,11.0,0.1,0.2,1.9,0.0,0.0,2.2,KC,RB,14,2021
Khalil Herbert,3.1,12.6,0.1,0.6,4.8,0.0,0.0,2.1,CHI,RB,14,2021
Reggie Bonnafon,1.5,11.2,0.1,0.7,5.2,0.0,0.0,2.0,WAS,RB,14,2021
Ty Montgomery,0.6,2.6,0.0,1.5,12.9,0.1,0.0,2.0,NO,RB,14,2021
Mike Boone,1.9,11.2,0.1,0.1,1.0,0.0,0.0,1.8,DEN,RB,14,2021
Damien Williams,1.4,8.7,0.1,0.5,3.1,0.0,0.0,1.8,CHI,RB,14,2021
Nate McCrary,2.2,10.1,0.1,0.2,1.9,0.0,0.0,1.8,BAL,RB,14,2021
Jonathan Williams,1.0,7.1,0.0,0.7,5.3,0.0,0.0,1.7,WAS,RB,14,2021
Demetric Felton,0.9,3.1,0.0,0.9,9.5,0.1,0.0,1.7,CLE,RB,14,2021
Larry Rountree III,3.7,11.5,0.1,0.0,0.0,0.0,0.0,1.5,LAC,RB,14,2021
Giovani Bernard,1.0,4.7,0.0,0.9,6.0,0.0,0.0,1.4,TB,RB,14,2021
Benny Snell Jr.,2.1,8.5,0.0,0.4,2.8,0.0,0.0,1.4,PIT,RB,14,2021
Kalen Ballage,2.5,7.6,0.1,0.5,2.5,0.0,0.0,1.4,PIT,RB,14,2021
Patrick Taylor Jr.,1.9,7.8,0.1,0.2,2.0,0.0,0.0,1.4,GB,RB,14,2021
Eno Benjamin,2.1,6.5,0.1,0.3,2.7,0.0,0.0,1.2,ARI,RB,14,2021
Kene Nwangwu,1.5,6.3,0.0,0.4,3.2,0.0,0.0,1.2,MIN,RB,14,2021
Joshua Kelley,1.9,7.7,0.0,0.4,3.1,0.0,0.0,1.2,LAC,RB,14,2021
Ty'Son Williams,1.2,5.6,0.0,0.4,2.6,0.0,0.0,1.1,BAL,RB,14,2021
C.J. Ham,0.6,2.3,0.0,0.8,6.5,0.0,0.0,1.1,MIN,RB,14,2021
Tony Pollard,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,DAL,RB,14,2021
Trayveon Williams,1.0,6.3,0.0,0.3,1.8,0.0,0.0,1.0,CIN,RB,14,2021
Tory Carter,0.6,2.6,0.0,0.5,3.7,0.0,0.0,0.9,TEN,RB,14,2021
Jason Cabinda,0.8,2.9,0.0,0.6,5.0,0.0,0.0,0.9,DET,RB,14,2021
Andy Janovich,0.3,0.1,0.0,0.4,4.2,0.0,0.0,0.9,CLE,RB,14,2021
Elijhaa Penny,1.2,4.8,0.0,0.2,0.8,0.0,0.0,0.9,NYG,RB,14,2021
Trey Ragas,0.0,3.5,0.0,0.4,3.0,0.0,0.0,0.8,LV,RB,14,2021
Keith Smith,0.7,2.0,0.0,0.7,4.4,0.0,0.0,0.8,ATL,RB,14,2021
Nick Bawden,0.4,0.7,0.0,0.5,4.4,0.0,0.0,0.6,NYJ,RB,14,2021
Damarea Crockett,0.9,2.8,0.0,0.2,1.8,0.0,0.0,0.6,DEN,RB,14,2021
Adam Prentice,0.2,0.6,0.0,0.5,5.1,0.0,0.0,0.6,NO,RB,14,2021
Dwayne Washington,0.8,3.0,0.0,0.3,2.4,0.0,0.0,0.6,NO,RB,14,2021
Dare Ogunbowale,0.8,2.5,0.0,0.3,2.3,0.0,0.0,0.5,JAC,RB,14,2021
JaQuan Hardy,0.7,3.0,0.0,0.2,2.0,0.0,0.0,0.5,DAL,RB,14,2021
Taiwan Jones,0.2,1.3,0.0,0.3,2.6,0.0,0.0,0.5,BUF,RB,14,2021
Ke'Shawn Vaughn,0.9,3.0,0.0,0.1,1.0,0.0,0.0,0.4,TB,RB,14,2021
Gary Brightwell,0.5,1.7,0.0,0.1,1.1,0.0,0.0,0.3,NYG,RB,14,2021
Michael Burton,0.5,1.3,0.0,0.1,1.1,0.0,0.0,0.3,KC,RB,14,2021
Derek Watt,0.2,0.9,0.0,0.2,0.9,0.0,0.0,0.2,PIT,RB,14,2021
Gabe Nabers,0.1,0.3,0.0,0.3,1.9,0.0,0.0,0.2,LAC,RB,14,2021
Reggie Gilliam,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,BUF,RB,14,2021
Jake Bargas,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,MIN,RB,14,2021
Giovanni Ricci,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.2,CAR,RB,14,2021
Ryan Nall,0.2,1.0,0.0,0.1,1.0,0.0,0.0,0.2,CHI,RB,14,2021
Nick Bellore,0.0,0.0,0.0,0.1,0.7,0.0,0.0,0.1,SEA,RB,14,2021
Cullen Gillaspia,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.1,NYG,RB,14,2021
Dalvin Cook,20.8,93.9,0.8,3.4,28.5,0.1,0.2,17.2,MIN,RB,15,2021
Jonathan Taylor,18.2,90.4,0.9,2.8,24.3,0.1,0.1,16.9,IND,RB,15,2021
Nick Chubb,18.3,90.4,0.7,2.3,18.4,0.1,0.1,15.2,CLE,RB,15,2021
Najee Harris,19.3,74.6,0.6,3.8,28.1,0.1,0.1,14.7,PIT,RB,15,2021
Leonard Fournette,15.9,61.7,0.7,4.6,34.6,0.2,0.1,14.3,TB,RB,15,2021
Austin Ekeler,12.1,54.6,0.6,4.7,40.5,0.3,0.1,14.1,LAC,RB,15,2021
Alvin Kamara,15.1,61.7,0.5,4.6,38.8,0.2,0.1,14.0,NO,RB,15,2021
James Robinson,16.6,75.3,0.7,2.7,21.1,0.1,0.1,13.9,JAC,RB,15,2021
Joe Mixon,18.6,78.4,0.7,2.0,15.2,0.1,0.1,13.5,CIN,RB,15,2021
Josh Jacobs,16.2,65.0,0.6,3.7,26.7,0.1,0.1,13.2,LV,RB,15,2021
James Conner,15.3,61.5,0.8,2.1,19.0,0.1,0.1,13.1,ARI,RB,15,2021
David Montgomery,15.4,66.1,0.6,3.3,25.1,0.1,0.1,12.7,CHI,RB,15,2021
Cordarrelle Patterson,12.8,56.9,0.4,3.8,35.4,0.2,0.0,12.6,ATL,RB,15,2021
Rhamondre Stevenson,16.3,69.9,0.6,1.8,15.5,0.0,0.1,12.3,NE,RB,15,2021
Antonio Gibson,16.2,67.7,0.6,2.7,19.3,0.1,0.2,12.1,WAS,RB,15,2021
Saquon Barkley,13.3,60.4,0.5,3.4,25.8,0.1,0.1,11.8,NYG,RB,15,2021
Myles Gaskin,13.9,57.0,0.5,2.9,20.9,0.1,0.1,11.6,MIA,RB,15,2021
Melvin Gordon III,14.0,63.1,0.6,1.9,13.2,0.1,0.2,11.6,DEN,RB,15,2021
Devonta Freeman,14.5,62.0,0.5,2.9,19.7,0.1,0.1,11.5,BAL,RB,15,2021
Ezekiel Elliott,13.8,57.6,0.6,2.6,18.9,0.1,0.1,11.4,DAL,RB,15,2021
Michael Carter,13.3,55.3,0.5,3.1,26.5,0.1,0.1,11.4,NYJ,RB,15,2021
Aaron Jones,10.1,44.4,0.5,3.4,28.3,0.2,0.1,11.1,GB,RB,15,2021
Clyde Edwards-Helaire,13.3,57.3,0.5,2.2,16.2,0.1,0.1,10.9,KC,RB,15,2021
Javonte Williams,12.1,54.8,0.4,2.7,21.7,0.1,0.1,10.9,DEN,RB,15,2021
D'Onta Foreman,13.2,64.2,0.5,1.3,11.1,0.0,0.2,10.4,TEN,RB,15,2021
Jeff Wilson Jr.,15.3,61.0,0.6,1.0,8.6,0.1,0.1,10.3,SF,RB,15,2021
Miles Sanders,13.7,62.4,0.5,1.8,12.9,0.0,0.1,10.3,PHI,RB,15,2021
Darrell Henderson Jr.,12.3,46.6,0.5,2.1,15.4,0.1,0.0,9.5,LAR,RB,15,2021
AJ Dillon,12.7,51.7,0.2,2.1,18.1,0.1,0.1,8.7,GB,RB,15,2021
Rashaad Penny,12.9,57.6,0.3,1.0,8.0,0.0,0.1,8.6,SEA,RB,15,2021
Craig Reynolds,11.0,50.7,0.2,2.0,16.1,0.1,0.1,8.2,DET,RB,15,2021
Sony Michel,11.3,50.9,0.3,1.2,8.9,0.1,0.1,7.8,LAR,RB,15,2021
Chuba Hubbard,12.8,52.3,0.2,1.4,11.0,0.0,0.1,7.8,CAR,RB,15,2021
Devin Singletary,10.7,48.3,0.2,2.3,15.0,0.1,0.1,7.7,BUF,RB,15,2021
David Johnson,10.0,38.9,0.2,3.0,23.3,0.1,0.1,7.6,HOU,RB,15,2021
Chase Edmonds,7.8,34.4,0.2,2.3,19.3,0.1,0.1,6.9,ARI,RB,15,2021
Darrel Williams,6.2,24.2,0.2,3.0,24.4,0.1,0.0,6.6,KC,RB,15,2021
D'Ernest Johnson,8.2,34.1,0.2,1.5,13.3,0.0,0.1,5.9,CLE,RB,15,2021
Tony Pollard,6.9,33.1,0.1,2.0,15.1,0.1,0.1,5.9,DAL,RB,15,2021
Mike Davis,7.0,25.4,0.1,3.1,20.7,0.1,0.1,5.6,ATL,RB,15,2021
Matt Breida,7.3,31.8,0.1,1.7,13.3,0.1,0.1,5.5,BUF,RB,15,2021
Dontrell Hilliard,6.5,27.5,0.2,1.8,14.3,0.0,0.1,5.2,TEN,RB,15,2021
Brandon Bolden,5.1,18.9,0.1,2.8,24.4,0.1,0.0,5.2,NE,RB,15,2021
Royce Freeman,9.0,31.3,0.1,1.5,10.9,0.0,0.0,5.1,HOU,RB,15,2021
Godwin Igwebuike,8.1,32.7,0.2,1.5,12.2,0.0,0.3,5.1,DET,RB,15,2021
Devontae Booker,7.2,30.4,0.1,1.6,11.3,0.0,0.0,5.0,NYG,RB,15,2021
Rex Burkhead,6.5,27.4,0.1,1.4,11.6,0.0,0.0,4.8,HOU,RB,15,2021
Ty Johnson,7.0,26.0,0.0,3.0,21.0,0.0,0.0,4.7,NYJ,RB,15,2021
Ameer Abdullah,5.2,20.2,0.1,2.6,19.6,0.0,0.1,4.6,CAR,RB,15,2021
Salvon Ahmed,6.9,25.6,0.2,0.9,8.5,0.0,0.0,4.4,MIA,RB,15,2021
Jordan Howard,6.7,27.4,0.2,0.2,1.2,0.0,0.0,4.1,PHI,RB,15,2021
Tevin Coleman,5.1,21.5,0.1,1.4,10.6,0.0,0.0,4.0,NYJ,RB,15,2021
Mark Ingram II,5.8,22.8,0.1,1.4,11.0,0.0,0.1,4.0,NO,RB,15,2021
Nyheim Hines,3.4,15.0,0.1,2.4,18.4,0.1,0.1,4.0,IND,RB,15,2021
Justin Jackson,6.0,24.4,0.1,0.9,7.5,0.0,0.0,3.8,LAC,RB,15,2021
JaMycal Hasty,4.3,15.1,0.1,1.8,12.7,0.0,0.0,3.6,SF,RB,15,2021
Ronald Jones II,5.1,22.3,0.2,0.6,4.2,0.0,0.1,3.6,TB,RB,15,2021
Latavius Murray,5.6,21.5,0.1,0.8,5.2,0.0,0.0,3.5,BAL,RB,15,2021
Samaje Perine,4.5,18.2,0.1,1.2,9.5,0.0,0.0,3.3,CIN,RB,15,2021
Jaret Patterson,5.4,21.6,0.1,0.8,5.3,0.0,0.0,3.2,WAS,RB,15,2021
Peyton Barber,4.2,17.6,0.1,0.8,6.3,0.0,0.0,3.1,LV,RB,15,2021
Dare Ogunbowale,3.7,13.9,0.1,1.1,8.8,0.0,0.0,3.0,JAC,RB,15,2021
Kenneth Gainwell,1.9,8.5,0.1,1.6,13.7,0.1,0.0,3.0,PHI,RB,15,2021
Ty Montgomery,0.0,5.1,0.1,1.4,17.6,0.1,0.0,3.0,NO,RB,15,2021
Travis Homer,2.2,11.5,0.1,1.3,10.0,0.0,0.0,2.9,SEA,RB,15,2021
Boston Scott,3.4,14.5,0.1,0.8,5.7,0.0,0.0,2.9,PHI,RB,15,2021
Corey Clement,4.9,18.2,0.1,1.0,6.2,0.0,0.1,2.7,DAL,RB,15,2021
Jermar Jefferson,3.5,14.9,0.1,0.8,5.7,0.0,0.0,2.7,DET,RB,15,2021
Brian Hill,0.0,13.6,0.1,0.7,7.0,0.0,0.0,2.7,SF,RB,15,2021
Jonathan Williams,3.7,13.9,0.1,0.7,5.6,0.0,0.1,2.6,WAS,RB,15,2021
DeeJay Dallas,2.2,9.4,0.1,1.1,9.3,0.0,0.0,2.6,SEA,RB,15,2021
Damien Williams,2.3,11.0,0.1,0.8,6.2,0.0,0.0,2.6,CHI,RB,15,2021
Devine Ozigbo,4.8,13.6,0.1,0.6,3.8,0.0,0.0,2.5,NE,RB,15,2021
Alex Collins,5.9,22.4,0.1,0.2,1.5,0.0,0.1,2.5,SEA,RB,15,2021
Duke Johnson Jr.,1.8,12.1,0.1,0.9,7.8,0.0,0.0,2.5,MIA,RB,15,2021
Qadree Ollison,3.5,14.8,0.1,0.6,3.5,0.0,0.0,2.3,ATL,RB,15,2021
Demetric Felton,1.7,5.4,0.0,1.3,11.8,0.1,0.0,2.3,CLE,RB,15,2021
Chris Evans,1.6,5.0,0.1,1.0,10.2,0.1,0.0,2.3,CIN,RB,15,2021
Kyle Juszczyk,0.4,1.0,0.0,1.5,15.2,0.1,0.0,2.2,SF,RB,15,2021
Derrick Gore,1.4,11.7,0.1,0.4,2.7,0.0,0.0,2.2,KC,RB,15,2021
Reggie Bonnafon,0.0,12.4,0.1,0.7,3.8,0.0,0.0,2.1,WAS,RB,15,2021
J.J. Taylor,4.2,14.1,0.1,0.4,2.8,0.0,0.2,2.1,NE,RB,15,2021
Kene Nwangwu,2.8,10.3,0.1,0.7,5.0,0.0,0.0,2.1,MIN,RB,15,2021
Adrian Peterson,3.0,11.6,0.1,0.5,3.5,0.0,0.0,2.0,SEA,RB,15,2021
Khalil Herbert,2.5,11.7,0.1,0.6,4.6,0.0,0.1,1.9,CHI,RB,15,2021
Phillip Lindsay,2.2,9.5,0.1,0.6,3.7,0.0,0.0,1.9,MIA,RB,15,2021
Wayne Gallman Jr.,1.6,10.7,0.1,0.6,3.6,0.0,0.0,1.9,MIN,RB,15,2021
Austin Walter,2.1,8.7,0.1,0.6,4.1,0.0,0.0,1.8,NYJ,RB,15,2021
Mekhi Sargent,1.8,8.0,0.1,0.3,2.8,0.0,0.0,1.6,JAC,RB,15,2021
Joshua Kelley,2.4,9.9,0.0,0.3,2.3,0.0,0.0,1.5,LAC,RB,15,2021
Ty'Son Williams,2.2,7.8,0.1,0.3,2.2,0.0,0.0,1.5,BAL,RB,15,2021
Nathan Cottrell,0.0,5.6,0.1,0.4,5.0,0.0,0.0,1.5,JAC,RB,15,2021
Jake Funk,1.8,6.8,0.1,0.1,1.2,0.0,0.0,1.4,LAR,RB,15,2021
Trey Ragas,1.3,5.1,0.0,0.7,5.1,0.0,0.0,1.4,LV,RB,15,2021
Benny Snell Jr.,2.3,8.1,0.0,0.3,2.1,0.0,0.0,1.4,PIT,RB,15,2021
Elijhaa Penny,1.9,7.3,0.1,0.2,0.9,0.0,0.0,1.4,NYG,RB,15,2021
C.J. Ham,0.6,2.4,0.0,0.9,7.4,0.0,0.0,1.2,MIN,RB,15,2021
Kalen Ballage,1.7,4.6,0.1,0.4,2.1,0.0,0.0,1.2,PIT,RB,15,2021
John Kelly,0.0,5.1,0.0,0.3,3.3,0.0,0.0,1.1,CLE,RB,15,2021
Patrick Taylor Jr.,1.6,5.6,0.1,0.2,1.6,0.0,0.0,1.1,GB,RB,15,2021
Deon Jackson,0.0,4.7,0.0,0.3,3.0,0.0,0.0,1.1,IND,RB,15,2021
La'Mical Perine,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,NYJ,RB,15,2021
Gary Brightwell,0.0,4.6,0.0,0.3,2.1,0.0,0.0,1.0,NYG,RB,15,2021
Andy Janovich,0.5,0.8,0.0,0.7,5.0,0.0,0.0,1.0,CLE,RB,15,2021
Keith Smith,0.8,2.9,0.0,0.8,5.0,0.0,0.0,0.9,ATL,RB,15,2021
Tony Jones Jr.,1.4,4.4,0.0,0.5,3.7,0.0,0.0,0.9,NO,RB,15,2021
Damarea Crockett,0.0,2.6,0.0,0.3,2.5,0.0,0.0,0.8,DEN,RB,15,2021
Taiwan Jones,0.3,2.4,0.0,0.3,3.1,0.0,0.0,0.7,BUF,RB,15,2021
Khari Blasingame,0.0,4.7,0.0,0.2,0.0,0.0,0.0,0.7,TEN,RB,15,2021
Dwayne Washington,0.0,1.6,0.0,0.4,3.7,0.0,0.0,0.7,NO,RB,15,2021
Nick Bawden,0.4,0.8,0.0,0.5,4.1,0.0,0.0,0.5,NYJ,RB,15,2021
Gabe Nabers,0.0,0.7,0.0,0.3,2.2,0.0,0.0,0.5,LAC,RB,15,2021
Jason Cabinda,0.0,1.4,0.0,0.3,1.2,0.0,0.0,0.4,DET,RB,15,2021
Michael Burton,0.6,1.3,0.0,0.2,1.0,0.0,0.0,0.3,KC,RB,15,2021
Jakob Johnson,0.0,0.1,0.0,0.4,2.1,0.0,0.0,0.2,NE,RB,15,2021
Derek Watt,0.1,0.4,0.0,0.3,1.3,0.0,0.0,0.2,PIT,RB,15,2021
Nick Bellore,0.0,0.1,0.0,0.3,1.2,0.0,0.0,0.2,SEA,RB,15,2021
Cullen Gillaspia,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.1,NYG,RB,15,2021
Jonathan Taylor,20.5,101.3,0.8,2.6,21.3,0.1,0.1,17.5,IND,RB,16,2021
James Robinson,17.6,76.2,0.7,2.9,22.1,0.1,0.1,14.0,JAC,RB,16,2021
Nick Chubb,17.0,84.6,0.6,2.0,15.5,0.1,0.1,13.8,CLE,RB,16,2021
Alvin Kamara,15.4,62.4,0.5,4.1,35.0,0.2,0.1,13.5,NO,RB,16,2021
Alexander Mattison,19.7,73.8,0.5,2.9,22.9,0.1,0.1,13.3,MIN,RB,16,2021
Najee Harris,16.7,66.0,0.5,4.2,30.3,0.1,0.1,13.2,PIT,RB,16,2021
Cordarrelle Patterson,13.9,61.3,0.5,3.0,29.2,0.2,0.1,12.9,ATL,RB,16,2021
Joe Mixon,16.6,69.5,0.7,1.8,14.0,0.1,0.1,12.6,CIN,RB,16,2021
David Montgomery,17.2,65.9,0.5,3.5,25.1,0.1,0.1,12.3,CHI,RB,16,2021
Josh Jacobs,15.2,60.7,0.5,3.9,28.8,0.1,0.1,12.3,LV,RB,16,2021
Ronald Jones II,15.8,67.9,0.6,1.9,12.2,0.0,0.2,11.6,TB,RB,16,2021
Justin Jackson,14.0,63.6,0.5,2.3,18.0,0.1,0.1,11.4,LAC,RB,16,2021
Damien Harris,16.0,72.2,0.6,1.1,8.3,0.0,0.1,11.4,NE,RB,16,2021
Antonio Gibson,14.3,60.1,0.5,3.1,22.6,0.1,0.1,11.4,WAS,RB,16,2021
Javonte Williams,12.9,58.9,0.4,2.6,21.8,0.1,0.1,11.3,DEN,RB,16,2021
Ezekiel Elliott,13.0,54.8,0.6,2.5,18.5,0.1,0.1,11.1,DAL,RB,16,2021
Miles Sanders,14.4,68.4,0.4,2.0,14.8,0.1,0.1,11.1,PHI,RB,16,2021
Aaron Jones,11.7,54.5,0.3,3.1,24.9,0.2,0.1,11.0,GB,RB,16,2021
Chase Edmonds,12.6,58.3,0.3,3.3,24.8,0.1,0.1,10.8,ARI,RB,16,2021
Jeff Wilson Jr.,15.6,62.6,0.5,1.5,12.5,0.1,0.2,10.7,SF,RB,16,2021
Michael Carter,12.2,49.7,0.5,2.6,22.7,0.1,0.1,10.5,NYJ,RB,16,2021
Sony Michel,13.8,60.9,0.5,1.5,11.9,0.1,0.1,10.3,LAR,RB,16,2021
Rashaad Penny,13.0,60.8,0.5,0.9,7.9,0.0,0.1,10.1,SEA,RB,16,2021
Clyde Edwards-Helaire,12.8,56.7,0.3,2.3,18.6,0.1,0.1,9.9,KC,RB,16,2021
